Id,Price
4567,160243.45
5925,128518.38
960,153170.84
3848,123805.18
746,194059.73
868,329908.06
672,118519.336
2471,212425.14
4510,121650.49
8354,272102.53
6393,169274.95
13270,231029.72
5250,340929.44
16751,163711.7
11404,129623.016
10588,307418.38
14925,211202.98
6791,215866.77
16097,197859.73
16428,365911.6
6945,335352.28
3190,181938.64
15709,460171.47
13155,158510.16
7675,208844.31
14686,243609.83
609,157507.7
11155,164860.34
10869,222466.56
15742,182127.34
9245,195873.47
3340,172079.52
2359,292105.03
8070,202580.55
13707,129156.44
16079,262611.53
15937,280706.4
14090,196700.4
9008,211526.36
16384,173898.47
11657,246356.89
13151,159984.64
8990,160265.67
11857,178297.89
1565,154053.5
8174,95002.83
9247,249508.69
10478,214759.81
15509,149706.03
8306,250687.7
6642,183405.53
7472,214127.89
15989,133361.2
13682,137223.92
163,274598.6
7076,190320.19
7478,343630.38
3029,179589.02
1814,144481.9
10057,127373.74
15100,197567.2
12694,224140.16
6291,186004.23
12603,183930.03
3218,217979.88
13456,125648.69
10170,236932.77
4530,161666.0
13329,160387.31
4820,154811.14
10896,175470.53
13416,121056.78
2701,227147.84
11265,345483.25
9189,264116.94
1858,195234.08
14536,243436.31
6199,296579.44
14730,156143.81
7510,254745.1
15505,161246.8
7446,182333.1
14016,195453.0
14113,113418.266
8721,305443.06
6193,331432.06
5717,174319.3
5427,304493.34
9520,472632.6
6869,101673.3
1658,159760.03
6639,223647.0
6283,187687.2
6257,126320.97
15235,182744.38
902,280473.72
8932,186783.16
16469,310988.2
2825,263112.56
6450,422165.34
11366,181894.2
3801,366099.3
11385,198188.62
1079,195898.69
3202,238546.36
676,222090.53
6185,291155.78
7730,161133.38
2573,183209.73
10978,202041.5
10962,254380.25
8870,196048.77
8496,181932.94
5517,168923.44
927,175261.6
13675,206474.4
1499,229040.27
15536,336274.56
8602,345262.2
12137,434799.94
9865,256569.25
16353,284875.9
15908,213604.8
3944,185320.78
10359,199696.17
15158,219544.2
3259,250112.97
