Id,Price
4567,160235.4636538933
5925,124318.50815307934
960,147861.20915557293
3848,102565.73052962583
746,226264.07900335346
868,334936.24379785854
672,128068.40659507662
2471,200930.04471543117
4510,141297.11823896348
8354,269864.4977178621
6393,162368.5054127922
13270,225705.65646782954
5250,330434.22649399424
16751,169699.73338539188
11404,128442.00875628831
10588,301159.11596655444
14925,214658.7139749095
6791,211007.38122526818
16097,177964.14275756537
16428,369521.9105282357
6945,340784.36772863806
3190,187557.08948021466
15709,392068.4906004215
13155,164546.3945020568
7675,197368.1956864662
14686,243196.25192365653
609,175377.07154638084
11155,151532.7826239249
10869,219140.1561595159
15742,179507.87377896422
9245,201072.52820506546
3340,179849.96158319406
2359,282713.0178774877
8070,192376.41454599155
13707,140445.91644866983
16079,280162.7731344424
15937,292871.2989755528
14090,185840.5495498134
9008,174716.1685286502
16384,186392.3014147375
11657,252944.15789473773
13151,162159.64594615047
8990,148653.44184830348
11857,190725.0406174203
1565,161970.27365178394
8174,87386.30157949403
9247,254201.9459048602
10478,214286.8189933621
15509,147693.77358258737
8306,261442.78371304245
6642,190278.07932122567
7472,201747.63729247946
15989,133366.10173331967
13682,128965.24771155807
163,254757.39923249398
7076,182656.5259747912
7478,309215.79375400575
3029,184904.00923798757
1814,144333.59173090514
10057,127934.66694039114
15100,194708.20117919578
12694,225191.97910402546
6291,181694.51580090675
12603,216458.83792478713
3218,211810.2991520915
13456,129805.98057238491
10170,227473.47605945633
4530,209538.07401886606
13329,157520.6477952904
4820,151515.01611919512
10896,177703.06566689984
13416,124418.46941047636
2701,243971.39126037795
11265,335655.2009186186
9189,251417.6648486702
1858,167235.16479973833
14536,243760.4381965296
6199,323835.29142343043
14730,149193.20351018407
7510,247560.0552898496
15505,167790.4668206813
7446,174762.94699964928
14016,194007.9011756153
14113,124474.52373770595
8721,289744.17093071877
6193,345868.542111122
5717,179978.40014345016
5427,296564.01343927847
9520,417493.5650397355
6869,102708.20293572634
1658,158630.7823339538
6639,216077.26684110746
6283,181597.2047286519
6257,123881.01766861543
15235,173205.6233268557
902,359771.84693874733
8932,183741.69877226927
16469,435439.7502437255
2825,225283.75178947285
6450,375901.1750878487
11366,182386.25314337623
3801,336034.70017869485
11385,196946.79574459308
1079,184305.0258374648
3202,236691.53350173793
676,220232.15055828288
6185,294118.97974684584
7730,173192.684333009
2573,174114.5936173737
10978,208012.43613791966
10962,271065.1877684373
8870,180940.40810472105
8496,173076.12250306914
5517,155715.9800976789
927,178472.04762049642
13675,180439.515045469
1499,228578.5794748639
15536,317033.2379738188
8602,350664.89522554295
12137,406082.6032093917
9865,247383.2709113093
16353,270558.40486834996
15908,217790.67058452818
3944,189440.98121180985
10359,194886.96493957395
15158,201534.7733317031
3259,252043.79801408097
7220,322619.4944496008
13843,210972.16929731413
16736,176722.8355946924
702,245214.4902124683
16401,132930.9115512557
12134,181880.0288469689
6918,221814.83395295683
11792,128564.52388945174
3798,244904.19114343674
10395,130013.9416221867
11099,156811.72677118174
7090,201525.2639182859
11260,196010.56417341865
9647,233925.0662501837
2903,416660.79557279503
2071,188163.0092662921
8604,198440.62217802563
9346,199670.91313255738
3945,199258.06337461778
3420,132620.41407950397
10842,125058.37239958288
725,169999.6465718129
13931,190041.2711574784
16330,244247.18845866594
9066,391078.74161120283
3326,303837.1723518278
1556,260653.5057787211
6579,101320.33422514709
13877,151417.6833020721
9857,331114.5993738571
7302,261344.4871179132
5684,180555.12706054663
6513,238066.04090711896
11342,110622.74037346758
16561,233049.22947689123
6885,194673.44464908895
9308,177299.03797705946
2559,191382.00916280036
6648,181303.9523446482
15260,170747.40346155385
5113,185041.02055998862
16492,193982.19258803112
12034,280913.1013224345
7248,206897.90776027367
2171,199420.3623787252
10594,163974.41222646803
13241,197182.32989585082
7032,144782.22915338643
4884,171739.37549623658
903,216395.00326173898
162,180135.55576329364
6566,283171.12213948456
8249,119960.84212953338
13106,203200.06403192878
256,127864.38754581312
7976,161786.9475871002
8575,176127.805111674
7591,281958.41422193387
3204,245231.92278124898
15804,185928.12661537464
1525,316326.75760212407
9038,201191.10972046998
13628,191714.71892855276
10016,193970.76787208876
10208,239614.6568972109
2008,190892.61839412118
13029,196690.23791602728
5099,127199.618644147
9923,307139.11073195946
9461,126709.74126647512
11086,180934.14976701597
15057,281297.9913591617
10689,174972.9515690774
2053,201518.99593225174
16630,143498.45777918844
4985,161426.2348105873
13881,244544.26578707423
13225,194703.58297374085
5779,75526.19591258756
10262,175112.31929608076
10762,223574.82704617028
9513,190626.34444784877
11128,175642.56697294314
2074,299304.9295441277
933,197403.43366582363
2780,185108.05191521245
6594,102854.5337498481
15394,333925.6549870301
14863,141769.07847569862
6698,226364.6388814584
1611,269690.1988893847
174,179976.80502878356
5160,322639.64939820743
3295,299202.37413384987
4559,389769.2504556366
8254,173924.20717228655
10228,103042.25626147137
13924,141308.32632025774
15341,239160.13642739828
4353,192125.67603214155
4334,75526.19591258756
1872,195400.84674691924
7823,171361.04112073756
310,146643.96695088156
3704,234644.89358989327
11615,265567.7657694926
6605,213674.13756006767
3381,167935.19786848343
2143,144673.90255411726
3191,248072.53824255033
13980,129363.362801325
15613,168764.1428307093
10943,194662.10681639775
9654,195430.5888273487
16053,392913.62442093366
14931,215878.5406201957
8299,253208.3804734036
2147,175721.17763532617
11567,440939.9974002779
5905,134972.43223601102
11160,133683.1753008437
8275,146062.81266293852
16398,258204.87327038433
11229,201019.0328320796
10309,163562.70326607593
7340,271918.3505236587
7653,167696.81127553224
272,206569.91350396414
9831,223831.3859518967
5016,128803.36601721669
5968,75526.19591258756
796,250827.8638935258
12123,131275.39806382102
16629,171730.52091106863
2637,165755.94929745336
6194,203014.84978122235
6216,295506.34799110354
14346,183807.7096324463
6428,142805.8660388448
2891,205834.53095101856
84,177155.10920161888
9260,213467.84532962122
15250,147129.3490337397
2348,174290.2123575596
10427,272503.49150383205
13230,239259.72524383437
1691,205036.84437776514
8803,133434.55003399085
5464,283933.44576078834
10559,110773.65721321473
16787,318248.31386448577
4278,162397.30506763663
6183,179516.56605771353
12775,163895.2513953856
10104,183721.84734340513
13663,204267.25865619973
9404,321036.4345337616
14724,215101.09261139683
10040,200135.0122221949
4646,198757.0552605989
4754,160446.7618444849
3310,217064.4163627714
2003,185351.6310030145
7312,150094.16717128776
10921,224872.5901092043
13419,276129.5677255714
10105,159844.79113960057
2196,438860.0117241449
12659,228796.61813329704
4380,217201.1492121869
10847,129764.30498004344
10805,271510.9496564272
8709,100377.9917073227
8319,183457.45812013812
2215,189748.7044135971
7000,174337.5459888858
7701,102493.18497471978
9678,219596.1185656436
14026,175691.7592208815
7971,170250.60881159472
13734,152000.9740313963
16483,205621.33410198626
6150,208029.87314248088
2931,276322.77937425306
5418,183757.58428823855
1662,399912.4213529131
2441,209665.62352456155
669,154168.42986249118
7734,175321.93801385307
6010,198814.23442175856
266,132341.5766526776
632,136975.6102381591
16221,142749.26642140423
11832,174296.13327195996
5035,133856.99041547612
37,120586.11295786263
6168,184863.20404338412
11757,189353.14230166285
8086,129453.88486918334
6529,236522.32317989017
15121,230737.17410827952
13904,145734.17560075416
3711,179452.60986923563
16563,133774.04718971593
14494,184100.40563329298
3006,220608.31028462126
15299,127182.46224630196
92,279981.77631568065
8066,167656.4573520293
16071,200030.79769676135
10662,143097.99228220616
3883,236233.68587149662
5511,127081.34975084744
2821,298768.82390256005
9570,211552.88207965196
4326,271039.4430836932
9251,246366.23538004293
9031,199228.63467875173
12689,198583.53701577257
16380,266534.4392861341
1053,242475.40168254718
4568,169654.74715142208
16140,110303.94162868356
14356,344136.1554514543
8466,184243.23314555167
15652,147883.90216584632
3285,121980.17121829926
3198,162949.8610872759
14088,342441.3771888049
2268,125245.61450544871
15472,228432.62458374805
1203,248085.62728985984
7157,332685.80902736454
6886,183724.5168832847
5083,244375.90779451092
7467,121978.44343573602
14068,212385.9877211514
2080,182080.50612016057
10865,155613.15585746235
13516,181723.5183435832
14150,219132.869330273
7609,103439.08401257469
2144,367636.72574246523
10357,201729.04928591705
2396,217556.01756515843
1526,384645.0562149147
10890,235611.71696758724
8638,396665.6865840821
6050,263431.8430138513
7639,103033.5947763826
10544,211278.5023721526
9577,242453.4826805175
13195,212410.33838422998
3484,219677.463388278
16668,442798.37481730804
7171,185438.02866004384
8547,217659.4959018445
12735,221724.35847906448
9093,195616.0851661769
15323,219882.92537319072
14897,146526.32818287276
5135,134963.44058160845
5327,231736.51843139518
13133,241437.93435131953
1676,280930.2355176452
16296,281022.16021279455
1095,149219.14965764768
12528,151198.5236056495
7348,268524.8798124716
11663,169739.8951258432
1803,195740.34881745122
1510,242577.88214424852
16045,200219.60963552954
2900,150083.92106059886
3236,169602.00635728496
1318,333062.08048710483
14948,218223.13008991248
7840,287233.7351376285
15325,184085.62928549905
8700,177930.8727543107
15706,188720.03960993091
14449,166269.94927782894
16117,174972.9515690774
4529,206941.287492722
11199,194487.62249679305
4052,275973.1277737745
821,201300.09177474905
68,255457.40888113328
554,123306.04626978969
452,197273.70993809387
11394,275789.57038276386
11393,152689.3730989194
9535,159100.28934512296
4024,187853.41107598422
10069,218171.02301601745
12007,164488.59013652467
12368,373124.7441830481
1259,341699.17461090215
1124,282745.90412817197
3707,190196.48779011398
8767,162250.8352635391
1919,162778.047558157
16741,171199.3619693123
6664,278872.3277357329
5688,389761.85383578687
7799,158455.05185350752
14843,328177.4226129812
7532,162675.00729714846
8133,156376.02225869507
6264,336073.80855144525
4125,162902.08174283887
