Id,Price
4567,160805.1097955842
5925,122855.61502242397
960,152040.25659054186
3848,100147.01927945192
746,206940.73372606092
868,323885.3385726647
672,115205.78783805235
2471,216276.07493140752
4510,119678.33195996565
8354,242791.2371064798
6393,161607.09900589212
13270,230994.52945349933
5250,345558.184169386
16751,174961.2766954894
11404,135089.52249134664
10588,317897.4286460002
14925,214665.6437566783
6791,213407.14921946867
16097,178597.13711107284
16428,364193.71295096044
6945,336699.85216970614
3190,185556.5876194544
15709,447047.0652055669
13155,151909.94862474353
7675,199590.759136329
14686,246340.70541923618
609,149871.5323138912
11155,165572.05743077054
10869,222862.59661578006
15742,185711.66309324474
9245,200255.27772821483
3340,162289.10502779885
2359,289595.4954547378
8070,207922.47270125555
13707,121272.38970518725
16079,243652.23197908764
15937,300380.1866481704
14090,205562.04155016967
9008,193819.35574712214
16384,172564.67477657297
11657,245171.40021728145
13151,150130.42045488543
8990,155250.00481162086
11857,181619.20005696377
1565,151986.11794438452
8174,90282.80590274945
9247,252698.19563324293
10478,217439.06745816825
15509,144276.10296740278
8306,245917.00713460718
6642,187353.43048728452
7472,216950.07071049674
15989,136385.93062089456
13682,133166.1276691713
163,277667.6900612092
7076,194995.1934979265
7478,384259.8959317452
3029,183211.26735802752
1814,142915.0605057212
10057,133683.60518390607
15100,203354.2597876814
12694,223540.9649711279
6291,183079.50071815174
12603,159044.22557366636
3218,205740.49077098214
13456,125389.481600826
10170,239668.5214222105
4530,151032.9052426675
13329,171394.4226915868
4820,155361.25278010144
10896,174378.71350175605
13416,123801.18399523919
2701,230868.87501360747
11265,354852.2462171824
9189,254536.79816484245
1858,181825.24851050533
14536,242723.72398076765
6199,299140.09242570034
14730,159408.36633957532
7510,259856.47038052676
15505,166025.59863378128
7446,181753.43139412295
14016,183798.20972791692
14113,112817.94385568952
8721,285407.7911683925
6193,317656.44661511004
5717,173034.52094173717
5427,318789.93681866827
9520,468042.1696637879
6869,101996.25690921623
1658,162536.40503812509
6639,211990.09648012504
6283,192510.92539797132
6257,125138.82153239068
15235,187509.6497750619
902,275351.10765195894
8932,180197.15546779952
16469,345102.63277693896
2825,256578.69233480137
6450,418373.83985153725
11366,181428.93026657708
3801,375376.3816425687
11385,206451.42629782457
1079,193221.53282473833
3202,229580.60766886047
676,223265.9811349329
6185,288807.68777607154
7730,161069.758858937
2573,179088.77446742207
10978,205499.779072532
10962,247864.77447242587
8870,189198.59457424033
8496,188619.2256542362
5517,157663.22220631037
927,178330.73794617117
13675,195705.32871152446
1499,231080.31553062794
15536,337519.8050551534
8602,355840.94719318097
12137,429834.82242259395
9865,245583.80213330424
16353,294416.0736986652
15908,209055.20399386666
3944,182586.09179510514
10359,202524.0687086233
15158,224255.39798832446
3259,236305.55085803306
7220,310950.37270344375
13843,209851.7893011965
16736,185349.95020699425
702,248326.59274317755
16401,234222.79695589858
12134,186279.57795435085
6918,211215.21985324065
11792,118352.23526972513
3798,163352.35545165755
10395,136622.67501849486
11099,128770.70566986945
7090,192337.0374017987
11260,192881.68685183412
9647,202042.78394751137
2903,392038.4244500322
2071,178880.59894977428
8604,174260.0023456921
9346,196790.3369665366
3945,207253.9866070471
3420,125101.29004642424
10842,126401.10745381062
725,155231.77358883215
13931,205741.75916616915
16330,223077.08575166407
9066,432145.7127578338
3326,305632.3234530929
1556,273342.49370431155
6579,100310.49362097032
13877,147928.12352795337
9857,336216.22415063647
7302,272568.5752958062
5684,194557.8664057009
6513,236756.2134004294
11342,114843.2331580103
16561,226111.78932638583
6885,171360.58828075824
9308,171976.10986663718
2559,203076.046533178
6648,175025.5577485545
15260,166603.27117902032
5113,187077.26113105429
16492,200206.37805347476
12034,288201.1294631308
7248,213162.50769186937
2171,223071.1060162917
10594,183228.90348975657
13241,216985.05295875063
7032,142518.39677377563
4884,167053.6044259524
903,204913.03036312963
162,173044.555068684
6566,255783.5889990926
8249,144010.16974800543
13106,143644.31451886313
256,128794.65633956355
7976,165134.8466628607
8575,170731.52653251585
7591,280974.4108444307
3204,215765.25356014172
15804,179278.37674565992
1525,325235.0437956873
9038,205485.8131660764
13628,198409.43357253983
10016,190318.32272958898
10208,202590.79610459323
2008,193745.69694742025
13029,204760.35097944777
5099,127670.10019441955
9923,303843.0075287419
9461,124793.44453918363
11086,203093.21563764205
15057,275169.6152225022
10689,175430.77946741352
2053,210263.9888096413
16630,157792.46693174253
4985,161343.64110455549
13881,289995.9916796692
13225,201098.7498001385
5779,71058.59168493908
10262,176045.86291105163
10762,211771.28356650227
9513,191410.5458878801
11128,163092.2446464677
2074,310124.81283730397
933,186027.17217474946
2780,191144.05682071997
6594,113194.0660678846
15394,281530.5458409884
14863,139691.6341641769
6698,209762.0838541702
1611,280246.4331246769
174,185561.80792405977
5160,283248.6429112361
3295,307314.95767564507
4559,418863.95057929965
8254,160968.04298612397
10228,107077.28334322454
13924,136574.2663488498
15341,234888.23737355336
4353,178815.74686850698
4334,76248.27238043766
1872,162346.51731932364
7823,187031.5480946116
310,154207.3455705665
3704,248882.78892319414
11615,270042.6273042084
6605,221773.71287416908
3381,175830.5567564714
2143,142334.21483901583
3191,253184.14334070947
13980,137897.24746190346
15613,161803.0030996937
10943,262916.089525273
9654,148268.15967360948
16053,529435.5630499528
14931,221387.87610977504
8299,227618.27315434735
2147,178186.35197132203
11567,352562.7540732458
5905,134679.0817529948
11160,108510.80595373787
8275,148378.10138741566
16398,295091.0437985299
11229,172935.20128218978
10309,161757.30833126954
7340,263318.5201450192
7653,165823.04340833423
272,208580.47088553887
9831,217815.9038921507
5016,117326.65537261116
5968,73798.42043474018
796,247317.09772422526
12123,121663.21407812789
16629,180035.99506585405
2637,165957.06267190867
6194,209964.87372683917
6216,371163.20726663544
14346,173618.68257885
6428,139598.76439369342
2891,207104.47220955318
84,170832.3572321003
9260,227774.8444348129
15250,127315.70748651795
2348,222866.71668721532
10427,279553.9748582827
13230,251693.58285022716
1691,229346.43849789357
8803,118572.64551415954
5464,221637.8712920389
10559,110765.87312195695
16787,309382.0623277956
4278,153292.60291446955
6183,173051.74478686452
12775,166394.95660085772
10104,171177.52876844647
13663,167428.22249621572
9404,283723.0267207073
14724,219271.2138244328
10040,171323.9842250041
4646,196954.30810028088
4754,153500.2948684939
3310,226348.4694912431
2003,187521.4567850304
